"","gid","title","subtype","label","src","date"
"12300","A/mallard/Minnesota/MN18-WB1-095A/2018M","A/mallard/Minnesota/MN18-WB1-095A/2018","H3N8","nz","NCBI",2018-09-11
"12301","A/mallard/Minnesota/MN18-WB1-098A/2018M","A/mallard/Minnesota/MN18-WB1-098A/2018","H4N6","nz","NCBI",2018-09-11
"12302","A/mallard/Minnesota/MN18-WB1-103A/2018M","A/mallard/Minnesota/MN18-WB1-103A/2018","H3N8","nz","NCBI",2018-09-11
"12303","A/mallard/Minnesota/MN18-WB1-105A/2018M","A/mallard/Minnesota/MN18-WB1-105A/2018","H3N8","nz","NCBI",2018-09-11
"12304","A/mallard/Minnesota/MN18-WB2-127A/2018M","A/mallard/Minnesota/MN18-WB2-127A/2018","H3N8","nz","NCBI",2018-09-11
"12305","A/mallard/Minnesota/MN18-WB2-128B/2018M","A/mallard/Minnesota/MN18-WB2-128B/2018","H4N8","nz","NCBI",2018-09-11
"12306","A/mallard/Minnesota/MN18-WB2-130A/2018M","A/mallard/Minnesota/MN18-WB2-130A/2018","H2N3","nz","NCBI",2018-09-11
"12307","A/mallard/Minnesota/MN18-WB2-155A/2018M","A/mallard/Minnesota/MN18-WB2-155A/2018","H2N3","nz","NCBI",2018-09-11
"12308","A/mallard/Minnesota/MN18-WB2-162A/2018M","A/mallard/Minnesota/MN18-WB2-162A/2018","H3N8","nz","NCBI",2018-09-11
"12309","A/mallard/Minnesota/MN18-WB2-169A/2018M","A/mallard/Minnesota/MN18-WB2-169A/2018","H7N3","nz","NCBI",2018-09-11
"12310","A/mallard/Minnesota/MN18-WB2-194A/2018M","A/mallard/Minnesota/MN18-WB2-194A/2018","H4N6","nz","NCBI",2018-09-11
"12311","A/mallard/Minnesota/MN18-WB2-200A/2018M","A/mallard/Minnesota/MN18-WB2-200A/2018","H3N8","nz","NCBI",2018-09-15
"12312","A/mallard/Minnesota/MN18-WB2-207A/2018M","A/mallard/Minnesota/MN18-WB2-207A/2018","H2N9","nz","NCBI",2018-09-15
"12313","A/mallard/Minnesota/MN18-WB2-207B/2018M","A/mallard/Minnesota/MN18-WB2-207B/2018","H2N9","nz","NCBI",2018-09-15
"12314","A/mallard/Minnesota/MN18-WB2-218A/2018M","A/mallard/Minnesota/MN18-WB2-218A/2018","H4N6","nz","NCBI",2018-09-20
"12315","A/mallard/Minnesota/MN18-WB2-223A/2018M","A/mallard/Minnesota/MN18-WB2-223A/2018","H6N9","nz","NCBI",2018-09-20
"12316","A/mallard/Minnesota/Sg-00045/2007C","A/mallard/Minnesota/Sg-00045/2007","H4N6","nz","NCBI",2007-08-03
"12317","A/mallard/Minnesota/Sg-00048/2007C","A/mallard/Minnesota/Sg-00048/2007","H3N8","nz","NCBI",2007-08-03
"12318","A/mallard/Minnesota/Sg-00050/2007C","A/mallard/Minnesota/Sg-00050/2007","H4N6","nz","NCBI",2007-08-03
"12319","A/mallard/Minnesota/Sg-00052/2007C","A/mallard/Minnesota/Sg-00052/2007","H4N6","nz","NCBI",2007-08-03
"12320","A/mallard/Minnesota/Sg-00053/2007C","A/mallard/Minnesota/Sg-00053/2007","H4N6","nz","NCBI",2007-08-03
"12321","A/mallard/Minnesota/Sg-00057/2007C","A/mallard/Minnesota/Sg-00057/2007","H10N7","nz","NCBI",2007-08-03
"12322","A/mallard/Minnesota/Sg-00059/2007C","A/mallard/Minnesota/Sg-00059/2007","H3N8","nz","NCBI",2007-08-03
"12323","A/mallard/Minnesota/Sg-00060/2007C","A/mallard/Minnesota/Sg-00060/2007","H4N6","nz","NCBI",2007-08-03
"12324","A/mallard/Minnesota/Sg-00061/2007C","A/mallard/Minnesota/Sg-00061/2007","H3N8","nz","NCBI",2007-08-03
"12325","A/mallard/Minnesota/Sg-00062/2007C","A/mallard/Minnesota/Sg-00062/2007","H8N4","nz","NCBI",2007-08-03
"12326","A/mallard/Minnesota/Sg-00063/2007C","A/mallard/Minnesota/Sg-00063/2007","H4N6","nz","NCBI",2007-08-03
"12327","A/mallard/Minnesota/Sg-00064/2007C","A/mallard/Minnesota/Sg-00064/2007","H3N8","nz","NCBI",2007-08-03
"12328","A/mallard/Minnesota/Sg-00065/2007C","A/mallard/Minnesota/Sg-00065/2007","H10N7","nz","NCBI",2007-08-03
"12329","A/mallard/Minnesota/Sg-00106/2007C","A/mallard/Minnesota/Sg-00106/2007","H6N2","nz","NCBI",2007-09-16
"12330","A/mallard/Minnesota/Sg-00166/2007C","A/mallard/Minnesota/Sg-00166/2007","H6N2","nz","NCBI",2007-09-22
"12331","A/mallard/Minnesota/Sg-00195/2007C","A/mallard/Minnesota/Sg-00195/2007","H10N3","nz","NCBI",2007-09-22
"12332","A/mallard/Minnesota/Sg-00200/2007C","A/mallard/Minnesota/Sg-00200/2007","H3N8","nz","NCBI",2007-09-22
"12333","A/mallard/Minnesota/Sg-00220/2007C","A/mallard/Minnesota/Sg-00220/2007","H6N1","nz","NCBI",2007-09-14
"12334","A/mallard/Minnesota/Sg-00570/2008C","A/mallard/Minnesota/Sg-00570/2008","H8N4","nz","NCBI",2008-08-03
"12335","A/mallard/Minnesota/Sg-00589/2008C","A/mallard/Minnesota/Sg-00589/2008","H3N8","nz","NCBI",2008-07-31
"12336","A/mallard/Minnesota/Sg-00590/2008C","A/mallard/Minnesota/Sg-00590/2008","H3N8","nz","NCBI",2008-07-31
"12337","A/mallard/Minnesota/Sg-00591/2008C","A/mallard/Minnesota/Sg-00591/2008","H3N8","nz","NCBI",2008-07-31
"12338","A/mallard/Minnesota/Sg-00605/2008C","A/mallard/Minnesota/Sg-00605/2008","H3N8","nz","NCBI",2008-07-31
"12339","A/mallard/Minnesota/Sg-00616/2008C","A/mallard/Minnesota/Sg-00616/2008","H4N8","nz","NCBI",2008-07-29
"12340","A/mallard/Minnesota/Sg-00620/2008C","A/mallard/Minnesota/Sg-00620/2008","H1N1","nz","NCBI",2008-07-29
"12341","A/mallard/Minnesota/Sg-00627/2008K","A/mallard/Minnesota/Sg-00627/2008","H1N1","nz","NCBI",2008-07-29
"12342","A/mallard/Minnesota/Sg-00628/2008K","A/mallard/Minnesota/Sg-00628/2008","H1N1","nz","NCBI",2008-07-29
"12343","A/mallard/Minnesota/Sg-00630/2008C","A/mallard/Minnesota/Sg-00630/2008","H10N7","nz","NCBI",2008-07-29
"12344","A/mallard/Minnesota/Sg-00672/2008C","A/mallard/Minnesota/Sg-00672/2008","H3N8","nz","NCBI",2008-08-03
"12345","A/mallard/Minnesota/Sg-00674/2008C","A/mallard/Minnesota/Sg-00674/2008","H3N8","nz","NCBI",2008-08-03
"12346","A/mallard/Minnesota/Sg-00682/2008C","A/mallard/Minnesota/Sg-00682/2008","H8N4","nz","NCBI",2008-08-03
"12347","A/mallard/Minnesota/Sg-00684/2008C","A/mallard/Minnesota/Sg-00684/2008","H8N4","nz","NCBI",2008-08-03
"12348","A/mallard/Minnesota/Sg-00686/2008C","A/mallard/Minnesota/Sg-00686/2008","H8N4","nz","NCBI",2008-08-03
"12349","A/mallard/Minnesota/Sg-00692/2008C","A/mallard/Minnesota/Sg-00692/2008","H2N3","nz","NCBI",2008-08-01
"12350","A/mallard/Minnesota/Sg-00697/2008C","A/mallard/Minnesota/Sg-00697/2008","H4N6","nz","NCBI",2008-08-01
"12351","A/mallard/Minnesota/Sg-00701/2008C","A/mallard/Minnesota/Sg-00701/2008","H8N4","nz","NCBI",2008-08-03
"12352","A/mallard/Minnesota/Sg-00767/2008C","A/mallard/Minnesota/Sg-00767/2008","H4N8","nz","NCBI",2008-08-27
"12353","A/mallard/Minnesota/Sg-00768/2008C","A/mallard/Minnesota/Sg-00768/2008","H6N2","nz","NCBI",2008-09-01
"12354","A/mallard/Minnesota/Sg-00782/2008C","A/mallard/Minnesota/Sg-00782/2008","H2N3","nz","NCBI",2008-08-02
"12355","A/mallard/Minnesota/Sg-00804/2008C","A/mallard/Minnesota/Sg-00804/2008","H3N8","nz","NCBI",2008-09-01
"12356","A/mallard/Minnesota/Sg-00831/2008C","A/mallard/Minnesota/Sg-00831/2008","H3N8","nz","NCBI",2008-09-04
"12357","A/mallard/Minnesota/Sg-00837/2008C","A/mallard/Minnesota/Sg-00837/2008","H6N1","nz","NCBI",2008-09-04
"12358","A/mallard/Minnesota/Sg-00868/2008C","A/mallard/Minnesota/Sg-00868/2008","H3N8","nz","NCBI",2008-09-03
"12359","A/mallard/Minnesota/Sg-00927/2008C","A/mallard/Minnesota/Sg-00927/2008","H6N1","nz","NCBI",2008-09-17
"12360","A/mallard/Minnesota/Sg-00929/2008C","A/mallard/Minnesota/Sg-00929/2008","H3N8","nz","NCBI",2008-09-16
"12361","A/mallard/Minnesota/Sg-00930/2008C","A/mallard/Minnesota/Sg-00930/2008","H11N9","nz","NCBI",2008-09-16
"12362","A/mallard/Minnesota/Sg-00931/2008C","A/mallard/Minnesota/Sg-00931/2008","H4N6","nz","NCBI",2008-09-17
"12363","A/mallard/Minnesota/Sg-00932/2008C","A/mallard/Minnesota/Sg-00932/2008","H6N1","nz","NCBI",2008-09-16
"12364","A/mallard/Minnesota/Sg-00949/2008C","A/mallard/Minnesota/Sg-00949/2008","H3N2","nz","NCBI",2008-09-03
"12365","A/mallard/Minnesota/Sg-01018/2008C","A/mallard/Minnesota/Sg-01018/2008","H6N2","nz","NCBI",2008-09-09
"12366","A/mallard/Minnesota/Sg-01030/2008C","A/mallard/Minnesota/Sg-01030/2008","H10N7","nz","NCBI",2008-09-12
"12367","A/mallard/Minnesota/Sg-01034/2008C","A/mallard/Minnesota/Sg-01034/2008","H11N2","nz","NCBI",2008-10-14
"12368","A/mallard/Minnesota/Sg-01035/2008C","A/mallard/Minnesota/Sg-01035/2008","H3N8","nz","NCBI",2008-09-14
"12369","A/mallard/Minnesota/Sg-01039/2008C","A/mallard/Minnesota/Sg-01039/2008","H4N8","nz","NCBI",2008-09-14
"12370","A/mallard/Minnesota/Sg-01040/2008C","A/mallard/Minnesota/Sg-01040/2008","H3N2","nz","NCBI",2008-09-14
"12371","A/mallard/Minnesota/Sg-01042/2008C","A/mallard/Minnesota/Sg-01042/2008","H6N8","nz","NCBI",2008-09-14
"12372","A/mallard/Minnesota/Sg-01047/2008C","A/mallard/Minnesota/Sg-01047/2008","H6N1","nz","NCBI",2008-09-25
"12373","A/mallard/Minnesota/Sg-0617/2008C","A/mallard/Minnesota/Sg-0617/2008","H1N1","nz","NCBI",2008-07-29
"12374","A/mallard/Minnesota/UGAI14-2820/2014K","A/mallard/Minnesota/UGAI14-2820/2014","H4N8","nz","NCBI",2014-09-04
"12375","A/mallard/Minnesota/UGAI14-3457/2014K","A/mallard/Minnesota/UGAI14-3457/2014","H4N8","nz","NCBI",2014-09-10
"12376","A/mallard/Minnesota/UGAI14-3923/2014K","A/mallard/Minnesota/UGAI14-3923/2014","H4N8","nz","NCBI",2014-09-05
"12377","A/mallard/Minnesota/UGAI15-4803/2015K","A/mallard/Minnesota/UGAI15-4803/2015","H4N8","nz","NCBI",2015-09-11
"12378","A/mallard/Minnesota/UGAI15-5029/2015K","A/mallard/Minnesota/UGAI15-5029/2015","H3N8","nz","NCBI",2015-09-11
"12379","A/mallard/Minnesota/UGAI15-5040/2015K","A/mallard/Minnesota/UGAI15-5040/2015","H4N8","nz","NCBI",2015-09-11
"12380","A/mallard/Minnesota/UGAI15-5252/2015K","A/mallard/Minnesota/UGAI15-5252/2015","H3N8","nz","NCBI",2015-09-11
"12381","A/mallard/Minnesota/UGAI15-6021/2015M","A/mallard/Minnesota/UGAI15-6021/2015","H1N1","nz","NCBI",2015-09-15
"12382","A/mallard/Minnesota/UGAI15-6157/2015K","A/mallard/Minnesota/UGAI15-6157/2015","H3N8","nz","NCBI",2015-09-18
"12383","A/mallard/Minnesota/UGAI15-6176/2015K","A/mallard/Minnesota/UGAI15-6176/2015","H3N8","nz","NCBI",2015-09-18
"12384","A/mallard/Minnesota/UGAI15-6522/2015M","A/mallard/Minnesota/UGAI15-6522/2015","H1N1","nz","NCBI",2015-09-18
"12385","A/mallard/Minnesota/UGAI15-6540/2015M","A/mallard/Minnesota/UGAI15-6540/2015","H1N1","nz","NCBI",2015-09-18
"12386","A/mallard/Minnesota/UGAI15-7115/2015K","A/mallard/Minnesota/UGAI15-7115/2015","H7N3","nz","NCBI",2015-09-21
"12387","A/mallard/Minnesota/UGAI15-7137/2015K","A/mallard/Minnesota/UGAI15-7137/2015","H3N8","nz","NCBI",2015-09-22
"12388","A/mallard/Minnesota/UGAI15-7190/2015K","A/mallard/Minnesota/UGAI15-7190/2015","H7N3","nz","NCBI",2015-09-22
"12389","A/mallard/Minnesota/UGAI15-7193/2015K","A/mallard/Minnesota/UGAI15-7193/2015","H3N8","nz","NCBI",2015-09-23
"12390","A/mallard/Minnesota/UGAI15-7196/2015K","A/mallard/Minnesota/UGAI15-7196/2015","H7N3","nz","NCBI",2015-09-23
"12391","A/mallard/Minnesota/UGAI18-2027/2018M","A/mallard/Minnesota/UGAI18-2027/2018","H7N3","nz","NCBI",2018-08-30
"12392","A/mallard/Minnesota/UGAI18-2028/2018M","A/mallard/Minnesota/UGAI18-2028/2018","H7N3","nz","NCBI",2018-08-30
"12393","A/mallard/Minnesota/UGAI18-2045/2018M","A/mallard/Minnesota/UGAI18-2045/2018","H7N3","nz","NCBI",2018-08-30
"12394","A/mallard/Minnesota/UGAI18-2049/2018M","A/mallard/Minnesota/UGAI18-2049/2018","H7N3","nz","NCBI",2018-08-30
"12395","A/mallard/Minnesota/UGAI18-2065/2018M","A/mallard/Minnesota/UGAI18-2065/2018","H4N6","nz","NCBI",2018-09-05
"12396","A/mallard/Mississippi/10OS4494/2010C","A/mallard/Mississippi/10OS4494/2010","H1N1","nz","NCBI",2010-12-10
"12397","A/mallard/Mississippi/10OS4593/2010C","A/mallard/Mississippi/10OS4593/2010","H1N2","nz","NCBI",2010-12-11
"12398","A/mallard/Mississippi/11OS34/2011C","A/mallard/Mississippi/11OS34/2011","H1N3","nz","NCBI",2011-01-07
"12399","A/mallard/Mississippi/11OS5863/2011C","A/mallard/Mississippi/11OS5863/2011","H11N9","nz","NCBI",2011-12-08
"12400","A/mallard/Mississippi/12OS361/2012C","A/mallard/Mississippi/12OS361/2012","H11N9","nz","NCBI",2012-01-17
"12401","A/mallard/Mississippi/12OS443/2012C","A/mallard/Mississippi/12OS443/2012","H10N1","nz","NCBI",2012-01-18
"12402","A/mallard/Mississippi/329/2010C","A/mallard/Mississippi/329/2010","H10N7","nz","NCBI",2010-01-16
"12403","A/mallard/Mississippi/354/2010C","A/mallard/Mississippi/354/2010","H3N8","nz","NCBI",2010-01-16
"12404","A/mallard/Mississippi/360/2010C","A/mallard/Mississippi/360/2010","H3N8","nz","NCBI",2010-01-16
"12405","A/mallard/Mississippi/386/2010C","A/mallard/Mississippi/386/2010","H3N8","nz","NCBI",2010-01-17
"12406","A/mallard/Mississippi/390/2010C","A/mallard/Mississippi/390/2010","H3N8","nz","NCBI",2010-01-17
"12407","A/mallard/Mississippi/413/2010C","A/mallard/Mississippi/413/2010","H1N1","nz","NCBI",2010-01-17
"12408","A/mallard/Mississippi/442/2010C","A/mallard/Mississippi/442/2010","H1N1","nz","NCBI",2010-01-19
"12409","A/mallard/Missouri/10MO0253/2010C","A/mallard/Missouri/10MO0253/2010","H1N2","nz","NCBI",2010-11-16
"12410","A/mallard/Missouri/10MO0333/2010C","A/mallard/Missouri/10MO0333/2010","H11N9","nz","NCBI",2010-12-22
"12411","A/mallard/Missouri/10MO0391/2010C","A/mallard/Missouri/10MO0391/2010","H10N7","nz","NCBI",2010-12-22
"12412","A/mallard/Missouri/10MO053/2010C","A/mallard/Missouri/10MO053/2010","H7N4","nz","NCBI",2010-11-16
"12413","A/mallard/Missouri/10MO0550/2010C","A/mallard/Missouri/10MO0550/2010","H11N3","nz","NCBI",2010-12-29
"12414","A/mallard/Missouri/10MO0551/2010C","A/mallard/Missouri/10MO0551/2010","H7N7","nz","NCBI",2010-12-29
"12415","A/mallard/Missouri/10MO084/2010C","A/mallard/Missouri/10MO084/2010","H5N9","nz","NCBI",2010-11-16
"12416","A/mallard/Missouri/10OS4670/2010C","A/mallard/Missouri/10OS4670/2010","H9N2","nz","NCBI",2010-12-12
"12417","A/mallard/Missouri/11OS4987/2011C","A/mallard/Missouri/11OS4987/2011","H5N2","nz","NCBI",2011-11-14
"12418","A/mallard/Missouri/11OS6301/2011C","A/mallard/Missouri/11OS6301/2011","H6N2","nz","NCBI",2011-12-14
"12419","A/mallard/Missouri/129/2009C","A/mallard/Missouri/129/2009","H6N2","nz","NCBI",2009-12-07
"12420","A/mallard/Missouri/12OS5756/2012C","A/mallard/Missouri/12OS5756/2012","H10N7","nz","NCBI",2012-12-10
"12421","A/mallard/Missouri/12OS5759/2012C","A/mallard/Missouri/12OS5759/2012","H11N9","nz","NCBI",2012-12-10
"12422","A/mallard/Missouri/132/2009C","A/mallard/Missouri/132/2009","H2N3","nz","NCBI",2009-12-07
"12423","A/mallard/Missouri/13OS6556/2013K","A/mallard/Missouri/13OS6556/2013","H10N7","nz","NCBI",2013-11-27
"12424","A/Mallard/Missouri/17OS4665/2017M","A/Mallard/Missouri/17OS4665/2017","H7N3","nz","NCBI",2017-11-04
"12425","A/mallard/Missouri/17OS4733/2017M","A/mallard/Missouri/17OS4733/2017","H7N3","nz","NCBI",2017-11-04
"12426","A/Mallard/Missouri/18OS2459/2018M","A/Mallard/Missouri/18OS2459/2018","H10N7","nz","NCBI",2018-12-03
"12427","A/mallard/Missouri/209/2006C","A/mallard/Missouri/209/2006","H11N9","nz","NCBI",2006-06-15
"12428","A/mallard/Missouri/220/2009C","A/mallard/Missouri/220/2009","H7N3","nz","NCBI",2009-12-07
"12429","A/mallard/Missouri/350/2009C","A/mallard/Missouri/350/2009","H11N9","nz","NCBI",2009-12-06
"12430","A/mallard/Missouri/466554-14/2007K","A/mallard/Missouri/466554-14/2007","H1N1","nz","NCBI",2007-06-15
"12431","A/Mallard/Missouri/AH0031890S/2016M","A/Mallard/Missouri/AH0031890S/2016","H11N9","nz","NCBI",2016-06-15
"12432","A/mallard/Missouri/MO130/2005C","A/mallard/Missouri/MO130/2005","H11N3","nz","NCBI",2005-06-15
"12433","A/mallard/Missouri/MO32/2005C","A/mallard/Missouri/MO32/2005","H11N9","nz","NCBI",2005-06-15
"12434","A/mallard/Miyazaki/4501C607-c1/2021L","A/mallard/Miyazaki/4501C607-c1/2021","H5N8","nz","NCBI",2021-01-24
"12435","A/mallard/Miyazaki/4501C607-c3/2021L","A/mallard/Miyazaki/4501C607-c3/2021","H5N8","nz","NCBI",2021-01-24
"12436","A/mallard/Miyazaki/4501C607-c5/2021L","A/mallard/Miyazaki/4501C607-c5/2021","H5N8","nz","NCBI",2021-01-24
"12437","A/mallard/Miyazaki/4501C607-c6/2021L","A/mallard/Miyazaki/4501C607-c6/2021","H5N8","nz","NCBI",2021-01-24
"12438","A/mallard/Miyazaki/4501C607-c7/2021L","A/mallard/Miyazaki/4501C607-c7/2021","H5N8","nz","NCBI",2021-01-24
"12439","A/mallard/Miyazaki/4501C607-c8/2021L","A/mallard/Miyazaki/4501C607-c8/2021","H5N8","nz","NCBI",2021-01-24
"12440","A/mallard/MN/1/2000F","A/mallard/MN/1/2000","H5N2","nz","NCBI",2000-06-15
"12441","A/mallard/MN/105/2000E","A/mallard/MN/105/2000","H5N5","nz","NCBI",2000-06-15
"12442","A/mallard/MN/14/1998F","A/mallard/MN/14/1998","H2N3","nz","NCBI",1998-06-15
"12443","A/mallard/MN/158/2000E","A/mallard/MN/158/2000","H3N9","nz","NCBI",2000-06-15
"12444","A/mallard/MN/259/1999E","A/mallard/MN/259/1999","H3N6","nz","NCBI",1999-06-15
"12445","A/mallard/MN/323/1999E","A/mallard/MN/323/1999","H4N8","nz","NCBI",1999-06-15
"12446","A/mallard/MN/327/1999F","A/mallard/MN/327/1999","H4N8","nz","NCBI",1999-06-15
"12447","A/mallard/MN/330/1999E","A/mallard/MN/330/1999","H3N1","nz","NCBI",1999-06-15
"12448","A/mallard/MN/506/2000F","A/mallard/MN/506/2000","H2N3","nz","NCBI",2000-06-15
"12449","A/mallard/MN/515/2000E","A/mallard/MN/515/2000","H3N6","nz","NCBI",2000-06-15
"12450","A/mallard/MN/99/2000E","A/mallard/MN/99/2000","H3N6","nz","NCBI",2000-06-15
"12451","A/mallard/Montana/458328-5/2006G","A/mallard/Montana/458328-5/2006","H5N3","nz","NCBI",2006-06-15
"12452","A/mallard/Montana/458329-2/2006G","A/mallard/Montana/458329-2/2006","H5N3","nz","NCBI",2006-06-15
"12453","A/mallard/Montana/A00750842/2009K","A/mallard/Montana/A00750842/2009","H7N3","nz","NCBI",2009-09-16
"12454","A/mallard/Moscow/3661/2008M","A/mallard/Moscow/3661/2008","H4N6","nz","NCBI",2008-10-21
"12455","A/mallard/Moscow/4518/2011M","A/mallard/Moscow/4518/2011","H4N6","nz","NCBI",2011-10-15
"12456","A/mallard/Moscow/4528/2011M","A/mallard/Moscow/4528/2011","H4N6","nz","NCBI",2011-10-04
"12457","A/mallard/Moscow/4771/2012M","A/mallard/Moscow/4771/2012","H4N6","nz","NCBI",2012-10-15
"12458","A/mallard/Moscow/4843/2012M","A/mallard/Moscow/4843/2012","H4N6","nz","NCBI",2012-10-15
"12459","A/mallard/MT/Y61_C","A/mallard/MT/Y61_","H2N2","nz","NCBI",NA
"12460","A/mallard/Nebraska/A00709657/2009K","A/mallard/Nebraska/A00709657/2009","H7N3","nz","NCBI",2009-11-28
"12461","A/mallard/Netherlands/02/2000C","A/mallard/Netherlands/02/2000","H10N7","nz","NCBI",2000-06-15
"12462","A/mallard/Netherlands/1/2010C","A/mallard/Netherlands/1/2010","H2N3","nz","NCBI",2010-06-15
"12463","A/mallard/Netherlands/10-Cam/1999K","A/mallard/Netherlands/10-Cam/1999","H1N1","nz","NCBI",1999-06-15
"12464","A/mallard/Netherlands/11/1999C","A/mallard/Netherlands/11/1999","H2N9","nz","NCBI",1999-06-15
"12465","A/mallard/Netherlands/11/2007C","A/mallard/Netherlands/11/2007","H6N5","nz","NCBI",2007-06-15
"12466","A/mallard/Netherlands/12/1999C","A/mallard/Netherlands/12/1999","H2N9","nz","NCBI",1999-06-15
"12467","A/mallard/Netherlands/12/2000C","A/mallard/Netherlands/12/2000","H7N3","nz","NCBI",2000-06-15
"12468","A/mallard/Netherlands/12/2008C","A/mallard/Netherlands/12/2008","H2N3","nz","NCBI",2008-06-15
"12469","A/mallard/Netherlands/13/2001C","A/mallard/Netherlands/13/2001","H2N9","nz","NCBI",2001-06-15
"12470","A/mallard/Netherlands/14/2001C","A/mallard/Netherlands/14/2001","H2N3","nz","NCBI",2001-06-15
"12471","A/mallard/Netherlands/14/2007C","A/mallard/Netherlands/14/2007","H2N2","nz","NCBI",2007-06-15
"12472","A/mallard/Netherlands/2/2005C","A/mallard/Netherlands/2/2005","H4N2","nz","NCBI",2005-06-15
"12473","A/Mallard/Netherlands/21/2013M","A/Mallard/Netherlands/21/2013","H3N2","nz","NCBI",2013-12-31
"12474","A/mallard/Netherlands/21/2016M","A/mallard/Netherlands/21/2016","H3N2","nz","NCBI",2016-08-15
"12475","A/mallard/Netherlands/22/2007C","A/mallard/Netherlands/22/2007","H7N1","nz","NCBI",2007-06-15
"12476","A/mallard/Netherlands/26/2005C","A/mallard/Netherlands/26/2005","H11N2","nz","NCBI",2005-06-15
"12477","A/mallard/Netherlands/27/2017M","A/mallard/Netherlands/27/2017","H4N6","nz","NCBI",2017-07-28
"12478","A/mallard/Netherlands/29/2006C","A/mallard/Netherlands/29/2006","H7N2","nz","NCBI",2006-06-15
"12479","A/mallard/Netherlands/29/2010C","A/mallard/Netherlands/29/2010","H2N3","nz","NCBI",2010-06-15
"12480","A/mallard/Netherlands/29/2013M","A/mallard/Netherlands/29/2013","H3N8","nz","NCBI",2013-10-14
"12481","A/mallard/Netherlands/3/2005C","A/mallard/Netherlands/3/2005","H3N8","nz","NCBI",2005-06-15
"12482","A/Mallard/Netherlands/3/2013M","A/Mallard/Netherlands/3/2013","H3N6","nz","NCBI",2013-09-10
"12483","A/mallard/Netherlands/30/2006C","A/mallard/Netherlands/30/2006","H1N4","nz","NCBI",2006-06-15
"12484","A/mallard/Netherlands/31/2006C","A/mallard/Netherlands/31/2006","H2N2","nz","NCBI",2006-06-15
"12485","A/Mallard/Netherlands/33/2015M","A/Mallard/Netherlands/33/2015","H4N6","nz","NCBI",2015-08-16
"12486","A/mallard/Netherlands/37/2008C","A/mallard/Netherlands/37/2008","H2N3","nz","NCBI",2008-06-15
"12487","A/Mallard/Netherlands/37/2015M","A/Mallard/Netherlands/37/2015","H3N8","nz","NCBI",2015-08-29
"12488","A/mallard/Netherlands/39/2008M","A/mallard/Netherlands/39/2008","H3N2","nz","NCBI",2008-10-08
"12489","A/mallard/Netherlands/42/2006C","A/mallard/Netherlands/42/2006","H11N9","nz","NCBI",2006-06-15
"12490","A/mallard/Netherlands/5/1999C","A/mallard/Netherlands/5/1999","H2N9","nz","NCBI",1999-10-18
"12491","A/mallard/Netherlands/58/2008C","A/mallard/Netherlands/58/2008","H2N3","nz","NCBI",2008-06-15
"12492","A/mallard/Netherlands/71/2006C","A/mallard/Netherlands/71/2006","H6N2","nz","NCBI",2006-06-15
"12493","A/mallard/Netherlands/73/2017M","A/mallard/Netherlands/73/2017","H4N6","nz","NCBI",2017-08-01
"12494","A/Mallard/Netherlands/8/2013M","A/Mallard/Netherlands/8/2013","H3N8","nz","NCBI",2013-10-08
"12495","A/mallard/Netherlands/89/2017M","A/mallard/Netherlands/89/2017","H4N6","nz","NCBI",2017-08-26
"12496","A/mallard/Netherlands/9/2005C","A/mallard/Netherlands/9/2005","H7N7","nz","NCBI",2005-06-15
"12497","A/mallard/Nevada/16-035274-2/2016M","A/mallard/Nevada/16-035274-2/2016","H5N2","nz","NCBI",2016-10-08
"12498","A/mallard/Nevada/449567-3/2006G","A/mallard/Nevada/449567-3/2006","H5N2","nz","NCBI",2006-06-15
"12499","A/mallard/Nevada/450206-4/2006G","A/mallard/Nevada/450206-4/2006","H5N2","nz","NCBI",2006-06-15
"12500","A/mallard/Nevada/AH0006855/2015K","A/mallard/Nevada/AH0006855/2015","H5N8","nz","NCBI",2015-01-23
"12501","A/mallard/Nevada/AH0190908/2021O","A/mallard/Nevada/AH0190908/2021","H2N9","nz","NCBI",2021-08-19
"12502","A/Mallard/Nevada/D1511740/2015M","A/Mallard/Nevada/D1511740/2015","H3N8","nz","NCBI",2015-08-26
"12503","A/Mallard/Nevada/D1514013/2015M","A/Mallard/Nevada/D1514013/2015","H9N2","nz","NCBI",2015-10-18
"12504","A/mallard/New_Brunswick/00324/2010C","A/mallard/New_Brunswick/00324/2010","H1N1","nz","NCBI",2010-08-08
"12505","A/mallard/New_Brunswick/00329/2010C","A/mallard/New_Brunswick/00329/2010","H1N1","nz","NCBI",2010-08-08
"12506","A/mallard/New_Brunswick/00337/2010C","A/mallard/New_Brunswick/00337/2010","H1N1","nz","NCBI",2010-08-08
"12507","A/mallard/New_Brunswick/00339/2010C","A/mallard/New_Brunswick/00339/2010","H1N1","nz","NCBI",2010-08-08
"12508","A/mallard/New_Brunswick/00340/2010C","A/mallard/New_Brunswick/00340/2010","H1N1","nz","NCBI",2010-08-08
"12509","A/mallard/New_Brunswick/00341/2010C","A/mallard/New_Brunswick/00341/2010","H3N8","nz","NCBI",2010-08-08
"12510","A/mallard/New_Brunswick/00349/2010C","A/mallard/New_Brunswick/00349/2010","H1N1","nz","NCBI",2010-08-08
"12511","A/mallard/New_Brunswick/00495/2010C","A/mallard/New_Brunswick/00495/2010","H3N8","nz","NCBI",2010-08-12
