"gid","1","2","3","4","5","6","7","8","code"
"A/mallard/Minnesota/MN18-WB2-127A/2018M",2,13,12,32,2486,10,24,7,"2-13-12-32-2486-10-24-7"
"A/mallard/Minnesota/MN18-WB2-128B/2018M",2,94,58,339,1,10,15,2,"2-94-58-339-1-10-15-2"
"A/mallard/Minnesota/MN18-WB2-130A/2018M",26,255,354,38,22,337,24,24,"26-255-354-38-22-337-24-24"
"A/mallard/Minnesota/MN18-WB2-155A/2018M",435,10,4,38,20,657,15,4,"435-10-4-38-20-657-15-4"
"A/mallard/Minnesota/MN18-WB2-162A/2018M",154,2326,4,32,241,23,24,24,"154-2326-4-32-241-23-24-24"
"A/mallard/Minnesota/MN18-WB2-169A/2018M",26,13,74,60,58,16,3,4,"26-13-74-60-58-16-3-4"
"A/mallard/Minnesota/MN18-WB2-194A/2018M",15,62,4,339,603,6,15,4,"15-62-4-339-603-6-15-4"
"A/mallard/Minnesota/MN18-WB2-200A/2018M",56,149,4,32,32,23,8,4,"56-149-4-32-32-23-8-4"
"A/mallard/Minnesota/MN18-WB2-207A/2018M",26,13,4,217,53,30,19,2,"26-13-4-217-53-30-19-2"
"A/mallard/Minnesota/MN18-WB2-207B/2018M",26,13,4,217,53,30,19,2,"26-13-4-217-53-30-19-2"
"A/mallard/Minnesota/MN18-WB2-218A/2018M",26,13,74,10,22,6,22,123,"26-13-74-10-22-6-22-123"
"A/mallard/Minnesota/MN18-WB2-223A/2018M",116,730,58,76,15,30,3,24,"116-730-58-76-15-30-3-24"
"A/mallard/Minnesota/Sg-00045/2007C",113,32,29,44,20,32,32,13,"113-32-29-44-20-32-32-13"
"A/mallard/Minnesota/Sg-00048/2007C",120,22,29,32,27,23,3,7,"120-22-29-32-27-23-3-7"
"A/mallard/Minnesota/Sg-00050/2007C",113,19,11,44,20,32,32,2,"113-19-11-44-20-32-32-2"
"A/mallard/Minnesota/Sg-00052/2007C",113,19,11,67,20,32,32,2,"113-19-11-67-20-32-32-2"
"A/mallard/Minnesota/Sg-00053/2007C",113,19,1811,44,20,32,32,2,"113-19-1811-44-20-32-32-2"
"A/mallard/Minnesota/Sg-00057/2007C",17,130,152,12,28,17,5,13,"17-130-152-12-28-17-5-13"
"A/mallard/Minnesota/Sg-00059/2007C",120,22,29,32,27,23,3,7,"120-22-29-32-27-23-3-7"
"A/mallard/Minnesota/Sg-00060/2007C",113,19,11,44,20,32,32,2,"113-19-11-44-20-32-32-2"
"A/mallard/Minnesota/Sg-00061/2007C",113,19,29,32,27,23,3,7,"113-19-29-32-27-23-3-7"
"A/mallard/Minnesota/Sg-00062/2007C",80,32,29,106,27,49,1226,13,"80-32-29-106-27-49-1226-13"
"A/mallard/Minnesota/Sg-00063/2007C",113,32,11,67,27,32,5,2,"113-32-11-67-27-32-5-2"
"A/mallard/Minnesota/Sg-00064/2007C",120,3523,29,32,27,23,5,7,"120-3523-29-32-27-23-5-7"
"A/mallard/Minnesota/Sg-00065/2007C",17,130,152,12,28,17,5,13,"17-130-152-12-28-17-5-13"
"A/mallard/Minnesota/Sg-00106/2007C",23,22,9,88,27,27,5,19,"23-22-9-88-27-27-5-19"
"A/mallard/Minnesota/Sg-00166/2007C",80,22,29,88,27,27,5,19,"80-22-29-88-27-27-5-19"
"A/mallard/Minnesota/Sg-00195/2007C",17,130,152,12,28,16,5,13,"17-130-152-12-28-16-5-13"
"A/mallard/Minnesota/Sg-00200/2007C",23,22,11,15,20,10,5,153,"23-22-11-15-20-10-5-153"
"A/mallard/Minnesota/Sg-00220/2007C",86,34,11,88,71,44,69,24,"86-34-11-88-71-44-69-24"
"A/mallard/Minnesota/Sg-00570/2008C",903,19,6,106,15,49,32,13,"903-19-6-106-15-49-32-13"
"A/mallard/Minnesota/Sg-00589/2008C",23,8,39,15,28,10,3,2,"23-8-39-15-28-10-3-2"
"A/mallard/Minnesota/Sg-00590/2008C",23,8,39,15,28,10,3,2,"23-8-39-15-28-10-3-2"
"A/mallard/Minnesota/Sg-00591/2008C",52,8,39,15,28,10,3,2,"52-8-39-15-28-10-3-2"
"A/mallard/Minnesota/Sg-00605/2008C",52,8,39,15,28,10,3,2,"52-8-39-15-28-10-3-2"
"A/mallard/Minnesota/Sg-00616/2008C",68,94,19,44,28,38,5,13,"68-94-19-44-28-38-5-13"
"A/mallard/Minnesota/Sg-00620/2008C",103,42,9,20,12,44,13,2,"103-42-9-20-12-44-13-2"
"A/mallard/Minnesota/Sg-00627/2008K",103,42,4,20,12,44,13,2,"103-42-4-20-12-44-13-2"
"A/mallard/Minnesota/Sg-00628/2008K",103,42,4,20,12,44,13,2,"103-42-4-20-12-44-13-2"
"A/mallard/Minnesota/Sg-00630/2008C",67,280,24,12,16,17,104,13,"67-280-24-12-16-17-104-13"
"A/mallard/Minnesota/Sg-00672/2008C",86,34,14,15,14,38,5,13,"86-34-14-15-14-38-5-13"
"A/mallard/Minnesota/Sg-00674/2008C",86,34,14,15,14,38,5,13,"86-34-14-15-14-38-5-13"
"A/mallard/Minnesota/Sg-00682/2008C",1601,19,6,106,15,49,32,13,"1601-19-6-106-15-49-32-13"
"A/mallard/Minnesota/Sg-00684/2008C",1600,19,6,106,15,49,32,13,"1600-19-6-106-15-49-32-13"
"A/mallard/Minnesota/Sg-00686/2008C",1602,19,6,106,83,49,32,13,"1602-19-6-106-83-49-32-13"
"A/mallard/Minnesota/Sg-00692/2008C",86,29,8,38,51,37,32,33,"86-29-8-38-51-37-32-33"
"A/mallard/Minnesota/Sg-00697/2008C",113,19,11,67,20,32,3,2,"113-19-11-67-20-32-3-2"
"A/mallard/Minnesota/Sg-00701/2008C",1603,19,6,106,83,49,32,13,"1603-19-6-106-83-49-32-13"
"A/mallard/Minnesota/Sg-00767/2008C",68,94,19,44,28,38,5,13,"68-94-19-44-28-38-5-13"
"A/mallard/Minnesota/Sg-00768/2008C",23,109,10,16,16,27,54,10,"23-109-10-16-16-27-54-10"
"A/mallard/Minnesota/Sg-00782/2008C",17,34,22,38,39,37,3,2,"17-34-22-38-39-37-3-2"
"A/mallard/Minnesota/Sg-00804/2008C",52,81,57,53,20,10,3,2,"52-81-57-53-20-10-3-2"
"A/mallard/Minnesota/Sg-00831/2008C",23,8,39,15,28,10,3,2,"23-8-39-15-28-10-3-2"
"A/mallard/Minnesota/Sg-00837/2008C",886,903,24,16,27,22,54,7,"886-903-24-16-27-22-54-7"
"A/mallard/Minnesota/Sg-00868/2008C",68,94,4,15,28,38,5,2,"68-94-4-15-28-38-5-2"
"A/mallard/Minnesota/Sg-00927/2008C",886,903,24,16,16,22,54,7,"886-903-24-16-16-22-54-7"
"A/mallard/Minnesota/Sg-00929/2008C",52,8,39,15,16,38,5,2,"52-8-39-15-16-38-5-2"
"A/mallard/Minnesota/Sg-00930/2008C",71,35,11,24,12,30,3,13,"71-35-11-24-12-30-3-13"
"A/mallard/Minnesota/Sg-00931/2008C",68,8,39,10,27,6,5,13,"68-8-39-10-27-6-5-13"
"A/mallard/Minnesota/Sg-00932/2008C",86,22,366,16,28,22,54,7,"86-22-366-16-28-22-54-7"
"A/mallard/Minnesota/Sg-00949/2008C",195,94,10,53,28,27,5,13,"195-94-10-53-28-27-5-13"
"A/mallard/Minnesota/Sg-01018/2008C",73,42,11,16,28,27,5,13,"73-42-11-16-28-27-5-13"
"A/mallard/Minnesota/Sg-01030/2008C",73,42,11,12,16,17,5,10,"73-42-11-12-16-17-5-10"
"A/mallard/Minnesota/Sg-01034/2008C",68,9,19,24,27,27,5,13,"68-9-19-24-27-27-5-13"
"A/mallard/Minnesota/Sg-01035/2008C",68,8,19,42,14,38,5,13,"68-8-19-42-14-38-5-13"
"A/mallard/Minnesota/Sg-01039/2008C",68,94,19,44,28,38,5,13,"68-94-19-44-28-38-5-13"
"A/mallard/Minnesota/Sg-01040/2008C",23,22,19,15,28,19,32,2,"23-22-19-15-28-19-32-2"
"A/mallard/Minnesota/Sg-01042/2008C",195,22,6,16,30,10,54,10,"195-22-6-16-30-10-54-10"
"A/mallard/Minnesota/Sg-01047/2008C",997,22,206,16,28,22,48,7,"997-22-206-16-28-22-48-7"
"A/mallard/Minnesota/Sg-0617/2008C",103,42,4,20,12,44,13,2,"103-42-4-20-12-44-13-2"
"A/mallard/Minnesota/UGAI14-2820/2014K",24,465,4,44,44,23,3,73,"24-465-4-44-44-23-3-73"
"A/mallard/Minnesota/UGAI14-3457/2014K",76,257,1781,404,15,38,3,10,"76-257-1781-404-15-38-3-10"
"A/mallard/Minnesota/UGAI14-3923/2014K",76,9,4,404,100,38,3,10,"76-9-4-404-100-38-3-10"
"A/mallard/Minnesota/UGAI15-4803/2015K",79,760,1092,10,15,23,5,73,"79-760-1092-10-15-23-5-73"
"A/mallard/Minnesota/UGAI15-5029/2015K",24,98,12,15,560,10,24,4,"24-98-12-15-560-10-24-4"
"A/mallard/Minnesota/UGAI15-5040/2015K",24,112,1782,10,15,38,5,197,"24-112-1782-10-15-38-5-197"
"A/mallard/Minnesota/UGAI15-5252/2015K",24,98,12,15,560,10,24,4,"24-98-12-15-560-10-24-4"
"A/mallard/Minnesota/UGAI15-6021/2015M",236,375,4,20,15,44,181,2,"236-375-4-20-15-44-181-2"
"A/mallard/Minnesota/UGAI15-6157/2015K",24,375,12,78,44,23,5,2,"24-375-12-78-44-23-5-2"
"A/mallard/Minnesota/UGAI15-6176/2015K",116,812,12,15,1,10,24,7,"116-812-12-15-1-10-24-7"
"A/mallard/Minnesota/UGAI15-6522/2015M",67,98,58,20,1,44,24,24,"67-98-58-20-1-44-24-24"
"A/mallard/Minnesota/UGAI15-6540/2015M",42,1577,40,20,220,44,3,24,"42-1577-40-20-220-44-3-24"
"A/mallard/Minnesota/UGAI15-7115/2015K",606,1578,618,60,34,16,3,4,"606-1578-618-60-34-16-3-4"
"A/mallard/Minnesota/UGAI15-7137/2015K",79,760,40,78,15,23,5,4,"79-760-40-78-15-23-5-4"
"A/mallard/Minnesota/UGAI15-7190/2015K",606,1579,618,60,34,16,3,4,"606-1579-618-60-34-16-3-4"
"A/mallard/Minnesota/UGAI15-7193/2015K",116,812,12,15,1,10,24,7,"116-812-12-15-1-10-24-7"
"A/mallard/Minnesota/UGAI15-7196/2015K",606,1580,618,60,34,16,3,4,"606-1580-618-60-34-16-3-4"
"A/mallard/Minnesota/UGAI18-2027/2018M",26,255,58,60,58,135,3,4,"26-255-58-60-58-135-3-4"
"A/mallard/Minnesota/UGAI18-2028/2018M",26,255,58,60,58,16,3,4,"26-255-58-60-58-16-3-4"
"A/mallard/Minnesota/UGAI18-2045/2018M",26,255,58,60,58,16,3,4,"26-255-58-60-58-16-3-4"
"A/mallard/Minnesota/UGAI18-2049/2018M",26,255,58,60,58,135,3,4,"26-255-58-60-58-135-3-4"
"A/mallard/Minnesota/UGAI18-2065/2018M",2,1581,4,84,48,6,15,2,"2-1581-4-84-48-6-15-2"
"A/mallard/Mississippi/10OS4494/2010C",139,61,24,20,32,41,19,2283,"139-61-24-20-32-41-19-2283"
"A/mallard/Mississippi/10OS4593/2010C",276,42,11,20,58,21,19,2,"276-42-11-20-58-21-19-2"
"A/mallard/Mississippi/11OS34/2011C",15,42,9,20,15,606,62,10,"15-42-9-20-15-606-62-10"
"A/mallard/Mississippi/11OS5863/2011C",152,42,4,24,32,30,15,2,"152-42-4-24-32-30-15-2"
"A/mallard/Mississippi/12OS361/2012C",350,13,10,24,20,54,3,4,"350-13-10-24-20-54-3-4"
"A/mallard/Mississippi/12OS443/2012C",17,1582,24,12,58,44,3,13,"17-1582-24-12-58-44-3-13"
"A/mallard/Mississippi/329/2010C",120,34,24,12,83,163,19,13,"120-34-24-12-83-163-19-13"
"A/mallard/Mississippi/354/2010C",115,358,734,222,144,253,75,140,"115-358-734-222-144-253-75-140"
"A/mallard/Mississippi/360/2010C",115,358,11,222,144,253,75,140,"115-358-11-222-144-253-75-140"
"A/mallard/Mississippi/386/2010C",115,358,734,222,144,253,75,140,"115-358-734-222-144-253-75-140"
"A/mallard/Mississippi/390/2010C",115,358,11,222,144,253,75,140,"115-358-11-222-144-253-75-140"
"A/mallard/Mississippi/413/2010C",86,56,16,20,58,41,19,24,"86-56-16-20-58-41-19-24"
"A/mallard/Mississippi/442/2010C",79,34,6,20,27,44,69,2,"79-34-6-20-27-44-69-2"
"A/mallard/Missouri/10MO0253/2010C",17,29,16,20,92,21,1400,7,"17-29-16-20-92-21-1400-7"
"A/mallard/Missouri/10MO0333/2010C",15,61,10,24,32,30,3,26,"15-61-10-24-32-30-3-26"
"A/mallard/Missouri/10MO0391/2010C",104,40,29,12,16,17,3,33,"104-40-29-12-16-17-3-33"
"A/mallard/Missouri/10MO053/2010C",708,42,10,30,15,49,3,24,"708-42-10-30-15-49-3-24"
"A/mallard/Missouri/10MO0550/2010C",203,61,10,24,71,16,3,7,"203-61-10-24-71-16-3-7"
"A/mallard/Missouri/10MO0551/2010C",52,109,63,30,32,144,8,10,"52-109-63-30-32-144-8-10"
"A/mallard/Missouri/10MO084/2010C",104,61,11,13,12,30,62,13,"104-61-11-13-12-30-62-13"
"A/mallard/Missouri/10OS4670/2010C",52,42,16,210,58,27,104,1368,"52-42-16-210-58-27-104-1368"
"A/mallard/Missouri/11OS4987/2011C",46,13,9,13,32,27,19,24,"46-13-9-13-32-27-19-24"
"A/mallard/Missouri/11OS6301/2011C",2116,42,11,16,1978,27,22,1046,"2116-42-11-16-1978-27-22-1046"
"A/mallard/Missouri/129/2009C",21,32,9,88,30,27,3,13,"21-32-9-88-30-27-3-13"
"A/mallard/Missouri/12OS5756/2012C",2,445,345,26,548,17,3,4,"2-445-345-26-548-17-3-4"
"A/mallard/Missouri/12OS5759/2012C",605,9,596,24,1776,30,1401,760,"605-9-596-24-1776-30-1401-760"
"A/mallard/Missouri/132/2009C",24,8,323,38,85,16,5,1369,"24-8-323-38-85-16-5-1369"
"A/mallard/Missouri/13OS6556/2013K",2117,9,109,26,1777,17,3,4,"2117-9-109-26-1777-17-3-4"
"A/mallard/Missouri/17OS4733/2017M",383,244,4,60,411,135,3,2,"383-244-4-60-411-135-3-2"
"A/mallard/Missouri/209/2006C",840,29,14,24,16,54,5,10,"840-29-14-24-16-54-5-10"
"A/mallard/Missouri/220/2009C",67,34,152,30,27,16,3,2,"67-34-152-30-27-16-3-2"
"A/mallard/Missouri/350/2009C",276,70,24,24,16,30,3,2,"276-70-24-24-16-30-3-2"
"A/mallard/Missouri/466554-14/2007K",372,19,17,20,14,22,5,60,"372-19-17-20-14-22-5-60"
"A/mallard/Missouri/MO130/2005C",2118,29,34,24,28,37,13,228,"2118-29-34-24-28-37-13-228"
"A/mallard/Missouri/MO32/2005C",2119,29,14,24,30,54,3,10,"2119-29-14-24-30-54-3-10"
"A/mallard/Miyazaki/4501C605/2021L",8,5,123,1,9,3,1,8,"8-5-123-1-9-3-1-8"
"A/mallard/Miyazaki/4501C607-c1/2021L",8,5,123,1,9,3,1,8,"8-5-123-1-9-3-1-8"
"A/mallard/Miyazaki/4501C607-c3/2021L",8,5,123,1,9,3,1,8,"8-5-123-1-9-3-1-8"
"A/mallard/Miyazaki/4501C607-c5/2021L",92,16,123,1,9,3,1,35,"92-16-123-1-9-3-1-35"
"A/mallard/Miyazaki/4501C607-c6/2021L",92,5,123,1,29,3,1,35,"92-5-123-1-29-3-1-35"
"A/mallard/Miyazaki/4501C607-c7/2021L",8,5,123,1,9,3,1,8,"8-5-123-1-9-3-1-8"
"A/mallard/Miyazaki/4501C607-c8/2021L",92,16,123,1,9,3,1,8,"92-16-123-1-9-3-1-8"
"A/mallard/Montana/458328-5/2006G",2121,42,9,13,171,16,5,13,"2121-42-9-13-171-16-5-13"
"A/mallard/Montana/458329-2/2006G",120,1181,9,13,171,16,5,13,"120-1181-9-13-171-16-5-13"
"A/mallard/Montana/A00750842/2009K",414,136,51,30,16,16,3,125,"414-136-51-30-16-16-3-125"
"A/mallard/Moscow/3661/2008M",150,89,193,14,919,63,6,18,"150-89-193-14-919-63-6-18"
"A/mallard/Moscow/4518/2011M",1306,1413,76,14,183,97,6,18,"1306-1413-76-14-183-97-6-18"
"A/mallard/Moscow/4528/2011M",2388,3816,76,14,710,69,6,1,"2388-3816-76-14-710-69-6-1"
"A/mallard/Moscow/4771/2012M",62,3817,249,14,3135,69,6,1,"62-3817-249-14-3135-69-6-1"
"A/mallard/Moscow/4843/2012M",45,20,249,14,3136,69,6,1,"45-20-249-14-3136-69-6-1"
"A/mallard/Nebraska/A00709657/2009K",17,1495,11,30,83,16,3,13,"17-1495-11-30-83-16-3-13"
"A/mallard/Netherlands/02/2000C",1361,1182,1668,341,558,47,21,154,"1361-1182-1668-341-558-47-21-154"
"A/mallard/Netherlands/1/2010C",63,89,425,140,183,173,202,62,"63-89-425-140-183-173-202-62"
"A/mallard/Netherlands/10-Cam/1999K",1015,240,246,461,761,104,202,1231,"1015-240-246-461-761-104-202-1231"
"A/mallard/Netherlands/11/1999C",799,400,148,157,762,33,504,18,"799-400-148-157-762-33-504-18"
"A/mallard/Netherlands/11/2007C",1016,133,347,98,59,142,6,22,"1016-133-347-98-59-142-6-22"
"A/mallard/Netherlands/12/1999C",799,400,148,157,762,33,504,18,"799-400-148-157-762-33-504-18"
"A/mallard/Netherlands/12/2000C",543,89,261,49,87,205,6,62,"543-89-261-49-87-205-6-62"
"A/mallard/Netherlands/12/2008C",188,1496,299,140,113,173,6,18,"188-1496-299-140-113-173-6-18"
"A/mallard/Netherlands/13/2001C",1361,89,786,157,87,33,6,18,"1361-89-786-157-87-33-6-18"
"A/mallard/Netherlands/14/2001C",2201,1497,148,157,67,66,45,18,"2201-1497-148-157-67-66-45-18"
"A/mallard/Netherlands/14/2007C",60,341,49,157,59,12,6,18,"60-341-49-157-59-12-6-18"
"A/mallard/Netherlands/2/2005C",60,1415,1672,14,37,12,6,18,"60-1415-1672-14-37-12-6-18"
"A/mallard/Netherlands/21/2016M",22,20,76,31,415,109,6,1,"22-20-76-31-415-109-6-1"
"A/mallard/Netherlands/22/2007C",178,361,62,254,113,104,6,418,"178-361-62-254-113-104-6-418"
"A/mallard/Netherlands/26/2005C",1074,43,1673,240,59,131,6,18,"1074-43-1673-240-59-131-6-18"
"A/mallard/Netherlands/27/2017M",758,316,76,14,225,136,29,30,"758-316-76-14-225-136-29-30"
"A/mallard/Netherlands/29/2006C",60,43,492,49,59,131,6,193,"60-43-492-49-59-131-6-193"
"A/mallard/Netherlands/29/2010C",604,248,84,140,2604,173,6,2157,"604-248-84-140-2604-173-6-2157"
"A/mallard/Netherlands/29/2013M",45,41,257,21,269,645,100,22,"45-41-257-21-269-645-100-22"
"A/mallard/Netherlands/3/2005C",60,427,62,749,37,26,6,127,"60-427-62-749-37-26-6-127"
"A/mallard/Netherlands/30/2006C",72,848,299,118,139,124,1582,5,"72-848-299-118-139-124-1582-5"
"A/mallard/Netherlands/31/2006C",127,133,307,96,132,285,150,5,"127-133-307-96-132-285-150-5"
"A/mallard/Netherlands/37/2008C",178,53,49,140,87,173,6,5,"178-53-49-140-87-173-6-5"
"A/mallard/Netherlands/39/2008M",72,53,1038,31,81,12,42,127,"72-53-1038-31-81-12-42-127"
"A/mallard/Netherlands/42/2006C",127,507,1674,240,67,33,6,18,"127-507-1674-240-67-33-6-18"
"A/mallard/Netherlands/5/1999C",799,400,148,157,762,33,504,18,"799-400-148-157-762-33-504-18"
"A/mallard/Netherlands/58/2008C",178,53,49,140,87,173,6,5,"178-53-49-140-87-173-6-5"
"A/mallard/Netherlands/71/2006C",188,43,82,98,87,131,6,120,"188-43-82-98-87-131-6-120"
"A/mallard/Netherlands/73/2017M",758,316,76,14,225,136,10,30,"758-316-76-14-225-136-10-30"
"A/mallard/Netherlands/89/2017M",134,316,76,14,225,136,6,30,"134-316-76-14-225-136-6-30"
"A/mallard/Netherlands/9/2005C",543,1093,338,254,87,47,42,771,"543-1093-338-254-87-47-42-771"
"A/mallard/Nevada/16-035274-2/2016M",170,9,67,13,58,21,8,2,"170-9-67-13-58-21-8-2"
"A/mallard/Nevada/449567-3/2006G",458,482,39,13,16,19,3,13,"458-482-39-13-16-19-3-13"
"A/mallard/Nevada/450206-4/2006G",458,482,39,13,16,19,3,13,"458-482-39-13-16-19-3-13"
"A/mallard/Nevada/AH0006855/2015K",10,68,13,5,21,24,9,14,"10-68-13-5-21-24-9-14"
"A/mallard/Nevada/AH0190908/2021O",86,540,67,38,42,30,8,2954,"86-540-67-38-42-30-8-2954"
"A/mallard/New_Brunswick/00324/2010C",139,8,11,20,30,44,69,7,"139-8-11-20-30-44-69-7"
"A/mallard/New_Brunswick/00329/2010C",139,8,11,20,30,44,69,7,"139-8-11-20-30-44-69-7"
"A/mallard/New_Brunswick/00337/2010C",139,8,11,20,30,44,69,10,"139-8-11-20-30-44-69-10"
"A/mallard/New_Brunswick/00339/2010C",139,8,11,20,30,44,69,10,"139-8-11-20-30-44-69-10"
"A/mallard/New_Brunswick/00340/2010C",139,8,11,20,30,44,69,7,"139-8-11-20-30-44-69-7"
"A/mallard/New_Brunswick/00341/2010C",21,32,9,42,30,38,5,7,"21-32-9-42-30-38-5-7"
"A/mallard/New_Brunswick/00349/2010C",139,8,11,20,30,44,69,7,"139-8-11-20-30-44-69-7"
"A/mallard/New_Brunswick/00495/2010C",43,8,9,42,28,38,5,10,"43-8-9-42-28-38-5-10"
"A/mallard/New_Brunswick/00593/2010C",21,32,9,42,30,163,5,7,"21-32-9-42-30-163-5-7"
"A/mallard/New_Brunswick/00854/2010C",17,34,9,10,83,32,3,10,"17-34-9-10-83-32-3-10"
"A/mallard/New_Brunswick/00879/2010C",292,194,10,44,15,1254,5,10,"292-194-10-44-15-1254-5-10"
"A/mallard/New_Brunswick/00979/2010C",292,19,19,67,51,38,5,10,"292-19-19-67-51-38-5-10"
"A/mallard/New_Brunswick/02293/2007C",73,78,9,63,28,6,741,13,"73-78-9-63-28-6-741-13"
"A/mallard/New_Brunswick/02294/2007C",2643,8,39,63,76,32,5,19,"2643-8-39-63-76-32-5-19"
"A/mallard/New_Brunswick/02311/2007C",73,78,9,63,28,6,741,13,"73-78-9-63-28-6-741-13"
"A/mallard/New_Brunswick/03396/2009C",21,252,10,42,71,38,13,10,"21-252-10-42-71-38-13-10"
"A/mallard/New_Brunswick/03397/2009C",21,252,10,42,71,38,13,10,"21-252-10-42-71-38-13-10"
"A/mallard/New_Brunswick/03482/2009C",21,252,10,42,71,38,13,10,"21-252-10-42-71-38-13-10"
"A/mallard/New_Brunswick/04394/2007C",1149,19,14,12,20,17,5,33,"1149-19-14-12-20-17-5-33"
"A/mallard/New_Brunswick/04400/2007C",23,46,65,15,14,23,5,39,"23-46-65-15-14-23-5-39"
"A/mallard/New_Brunswick/04482/2007C",23,46,65,15,14,23,5,39,"23-46-65-15-14-23-5-39"
"A/mallard/New_Brunswick/04485/2007C",23,46,65,15,14,23,5,39,"23-46-65-15-14-23-5-39"
"A/mallard/New_Hampshire/16-029391-25/2016M",15,2327,4,13,20,16,3,2,"15-2327-4-13-20-16-3-2"
"A/mallard/New_Hampshire/AH0190827/2021O",2,6,185,94,143,58,3,4,"2-6-185-94-143-58-3-4"
"A/mallard/New_Hampshire/AH0190828/2021O",86,6,185,94,1,58,3,4,"86-6-185-94-1-58-3-4"
"A/mallard/New_Hampshire/AH0191205/2021O",2,6,185,94,143,58,3,4,"2-6-185-94-143-58-3-4"
"A/mallard/New_Jersey/16-000670-2/2015M",76,24,12,16,302,2,5,2,"76-24-12-16-302-2-5-2"
"A/mallard/New_Jersey/A00122457/2008K",68,8,10,30,51,10,3,7,"68-8-10-30-51-10-3-7"
"A/mallard/New_Jersey/AH0005870/2014K",107,9,24,42,53,38,5,88,"107-9-24-42-53-38-5-88"
"A/mallard/New_Jersey/AH0005885/2014K",266,149,675,42,28,10,356,24,"266-149-675-42-28-10-356-24"
"A/mallard/New_Jersey/AI09-5121/2009C",71,34,9,42,51,38,5,24,"71-34-9-42-51-38-5-24"
"A/mallard/New_Jersey/AI09-5122/2009C",52,32,11,24,71,54,5,33,"52-32-11-24-71-54-5-33"
"A/mallard/New_Jersey/AI09-5137/2009C",103,34,6,63,51,54,5,347,"103-34-6-63-51-54-5-347"
"A/mallard/New_Jersey/AI09-5361/2009C",23,32,11,24,71,54,5,33,"23-32-11-24-71-54-5-33"
"A/mallard/New_Jersey/AI09-5405/2009C",120,32,10,88,30,27,8,10,"120-32-10-88-30-27-8-10"
"A/mallard/New_Jersey/AI09-6426/2009C",52,32,11,63,51,54,5,33,"52-32-11-63-51-54-5-33"
"A/mallard/New_Jersey/AI09-6434/2009C",120,130,10,88,30,27,5,10,"120-130-10-88-30-27-5-10"
"A/mallard/New_Jersey/AI09-6446/2009C",103,34,6,63,51,22,5,347,"103-34-6-63-51-22-5-347"
"A/mallard/New_Jersey/ND0007057/2013K",21,153,4,100,264,10,3,2,"21-153-4-100-264-10-3-2"
"A/mallard/New_Jersey/ND0007063/2013K",21,153,4,100,264,10,3,2,"21-153-4-100-264-10-3-2"
"A/mallard/New_Jersey/ND0007132/2013K",21,153,4,100,264,10,3,2,"21-153-4-100-264-10-3-2"
"A/mallard/New_Jersey/Sg-00760/2008C",68,29,484,44,20,32,3,13,"68-29-484-44-20-32-3-13"
"A/mallard/New_Jersey/Sg-00884/2008C",23,109,1010,24,14,21,5,1199,"23-109-1010-24-14-21-5-1199"
"A/mallard/New_Jersey/Sg-00888/2008C",23,78,10,53,818,550,5,970,"23-78-10-53-818-550-5-970"
"A/mallard/New_Jersey/Sg-00892/2008C",91,8,29,42,51,38,5,19,"91-8-29-42-51-38-5-19"
"A/mallard/New_Jersey/Sg-00893/2008C",23,78,10,53,818,550,5,970,"23-78-10-53-818-550-5-970"
"A/mallard/New_Jersey/Sg-00895/2008C",91,8,29,42,51,38,5,19,"91-8-29-42-51-38-5-19"
"A/mallard/New_Jersey/Sg-00939/2008C",68,29,6,44,20,32,3,13,"68-29-6-44-20-32-3-13"
"A/mallard/New_Jersey/Sg-00941/2008C",68,29,6,44,20,32,3,13,"68-29-6-44-20-32-3-13"
"A/mallard/New_Jersey/Sg-00943/2008C",68,29,6,44,20,32,3,13,"68-29-6-44-20-32-3-13"
"A/mallard/New_Jersey/Sg-00965/2008C",68,29,6,44,20,32,3,13,"68-29-6-44-20-32-3-13"
"A/mallard/New_Jersey/Sg-00966/2008C",68,29,6,67,20,32,3,13,"68-29-6-67-20-32-3-13"
"A/mallard/New_Jersey/Sg-00967/2008C",68,29,6,67,20,32,3,13,"68-29-6-67-20-32-3-13"
"A/mallard/New_York/189/1982C",61,2042,99,121,819,61,1041,1468,"61-2042-99-121-819-61-1041-1468"
"A/mallard/New_York/66861/1978C",637,904,161,231,66,401,53,54,"637-904-161-231-66-401-53-54"
"A/mallard/New_York/6750/1978C",637,1094,113,231,287,61,300,54,"637-1094-113-231-287-61-300-54"
"A/mallard/New_York/A00723392/2009K",71,32,9,30,30,16,3,7,"71-32-9-30-30-16-3-7"
"A/mallard/New_York/A00723400/2009K",23,252,10,30,27,49,32,1932,"23-252-10-30-27-49-32-1932"
"A/mallard/New_York/AH0049315/2016K",15,13,4,60,57,16,5,4,"15-13-4-60-57-16-5-4"
"A/mallard/New_York/AH0081570/2016K",2,13,4,72,1,17,47,2,"2-13-4-72-1-17-47-2"
"A/mallard/New_York/AH0179244/2021O",2,6,185,94,143,84,3,4,"2-6-185-94-143-84-3-4"
"A/mallard/New_York/AH0179250/2021O",26,729,1951,287,123,40,24,4,"26-729-1951-287-123-40-24-4"
"A/mallard/New_York/AH0179308/2021O",2,6,185,94,143,58,3,4,"2-6-185-94-143-58-3-4"
"A/mallard/New_York/AH0179349/2021O",1023,3241,4,10,15,466,3,4,"1023-3241-4-10-15-466-3-4"
